name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,product:brand,product:warranty,product:eanCode,product:quote,product:quoteOwner,product:boardCategory,product:terrain,product:camberProfile,product:profile,product:baseProfile,product:rider,product:taperProfile,product:bindingSize,product:bindingMount,product:edges,product:sidewall,product:core,product:layup1,product:layup2,product:layup3,product:boardbase,variant:descriptionTab1Label,variant:descriptionTab1Visible,variant:descriptionTab1Content,variant:shortdescription,variant:optionTab1Label,variant:optionTab1Visible,variant:optionTab1Bar1Name,variant:optionTab1Bar1Visible,variant:optionTab1Bar1Min,variant:optionTab1Bar1Max,variant:optionTab1Bar1MinLabel,variant:optionTab1Bar1MaxLabel,variant:optionTab1Bar1Rating,variant:optionTab1Bar2Name,variant:optionTab1Bar2Visible,variant:optionTab1Bar2Min,variant:optionTab1Bar2Max,variant:optionTab1Bar2MinLabel,variant:optionTab1Bar2MaxLabel,variant:optionTab1Bar2Rating,variant:optionTab2Label,variant:optionTab2Visible,variant:optionTab2Bar1Name,variant:optionTab2Bar1Visible,variant:optionTab2Bar1MinLabel,variant:optionTab2Bar1MaxLabel,variant:optionTab2Bar1Rating,variant:optionTab2Bar2Name,variant:optionTab2Bar2Visible,variant:optionTab2Bar2MinLabel,variant:optionTab2Bar2MaxLabel,variant:optionTab2Bar2Rating,variant:optionTab2Bar3Name,variant:optionTab2Bar3Visible,variant:optionTab2Bar3MinLabel,variant:optionTab2Bar3MaxLabel,variant:optionTab2Bar3Rating,variant:noseWidth,variant:waistWidth,variant:tailWidth,variant:taper,variant:boardWidth,variant:bootLengthMax,variant:effectiveEdge,variant:averageSidecutRadius,variant:setback,variant:stanceMin,variant:stanceMax,variant:weightKg,variant:bindingSizeVariant,variant:riderLengthMin,variant:riderLengthMax,variant:riderWeightMin,variant:riderWeightMax,variant:frontPhoto,variant:backPhoto
,,,,,,151,SN-BRD-K2-antidote-151-uni-2425,725.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"<div>
  <h2>Key Features</h2>
  <ul>
    <li><strong>Profile Description:</strong> Directional twin shape with a camber profile and 3D base contour for smooth turns and enhanced control.</li>
    <li><strong>Core Description:</strong> Lightweight poplar and aspen wood core with hardwood reinforcements for durability and responsive flex.</li>
    <li><strong>Reinforcements:</strong> SpaceGlass™ tip and tail reduce weight, improve edge pressure, and enhance spin performance.</li>
    <li><strong>Base Description:</strong> 3D Base Contour with 3mm shaping to ease turn initiation and reduce edge catch.</li>
    <li><strong>Sidewalls:</strong> Robust urethane and plastic sidewalls for impact resistance and consistent power transfer.</li>
    <li><strong>Unique Technologies:</strong> Recess3D minimizes swing weight and chatter while adding sleek visual depth to the topsheet.</li>
    <li><strong>Mounting:</strong> 2 x 4 mounting system compatible with small to medium bindings.</li>
  </ul>

  <h2>Long Product Description</h2>
  <p>The K2 Antidote 151 is built for riders who demand high performance and versatility in all-mountain conditions. As part of K2’s 2024/2025 collection, this directional twin snowboard seamlessly blends cutting-edge technology with rider-driven design, making it an excellent choice for carving, jumping, and freestyle exploration.</p>

  <p><strong>Versatile Performance and Design:</strong><br>The Antidote’s directional twin shape and camber profile deliver excellent control and stability for freeride lines and freestyle tricks. Its <strong>3D Base Contour</strong>, with 3mm of subtle shaping, reduces edge catch, eases turn initiation, and deflects snow, ensuring smooth performance across varied terrains.</p>

  <p><strong>Advanced Technology for Superior Riding:</strong><br>K2’s patented <strong>SpaceGlass™ technology</strong>, embedded in the tip and tail, reduces swing weight while increasing rigidity for enhanced edge pressure and spin control. <strong>Recess3D technology</strong> removes unnecessary material to minimize chatter and improve maneuverability, while adding a sleek, modern aesthetic to the topsheet.</p>

  <p><strong>Durable and Lightweight Core:</strong><br>The core combines lightweight poplar and aspen wood, reinforced with hardwood zones to ensure durability and a lively flex. This construction provides the perfect balance of strength, responsiveness, and playfulness.</p>

  <p><strong>Speed and Durability:</strong><br>The sintered polyethylene base ensures maximum speed and durability, retaining wax for optimal performance on diverse snow conditions. Paired with robust urethane and plastic sidewalls, the Antidote 151 is designed to endure aggressive use.</p>

  <p><strong>Rider-Friendly Features:</strong><br>Accommodating riders with a maximum boot length of 29.5 cm, the K2 Antidote 151 pairs seamlessly with small to medium bindings via its 2 x 4 mounting system. Its standard width offers precise edge control and stability.</p>

  <p><strong>A Freestyle and Freeride Powerhouse:</strong><br>Designed with input from K2’s elite riders, the Antidote bridges the gap between freeride strength and freestyle agility. Whether you’re spinning through park features or carving powdery slopes, this snowboard ensures a confident and smooth ride.</p>
</div>","<div>
  <h2>Short Description</h2>
  <p>The K2 Antidote 151 is a high-performance all-mountain freestyle snowboard designed for advanced to expert riders. Featuring SpaceGlass™, Recess3D, and a unique 3D Base Contour, this directional twin delivers unmatched precision, stability, and a catch-free ride, excelling in both freeride and freestyle environments.</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.9,24.5,28.9,0.0,standard,29.5,114.0,"9,0/6,4/9,0",191.0,41.0,65.0,,Sm-med,,,,,k2/antidote/k2-antidote-2425-top.png,k2/antidote/k2-antidote-2425-base.png
,,,,,,148,SN-BRD-K2-antidote-148-uni-2425,725.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"<div>
  <h2>Key Features</h2>
  <ul>
    <li><strong>Profile Description:</strong> Directional twin shape with a camber profile and 3D base contour for smooth turn initiation and enhanced control.</li>
    <li><strong>Core Description:</strong> Lightweight poplar and aspen wood core reinforced with hardwood for durability and responsive flex.</li>
    <li><strong>Reinforcements:</strong> SpaceGlass™ tip and tail reduce weight and improve edge pressure for stability and faster spins.</li>
    <li><strong>Base Description:</strong> 3D Base Contour with 3mm shaping to deflect snow and reduce edge catch.</li>
    <li><strong>Sidewalls:</strong> Durable urethane and plastic sidewalls for impact resistance and consistent power transfer.</li>
    <li><strong>Unique Technologies:</strong> Recess3D minimizes swing weight and chatter while adding sleek depth to the topsheet.</li>
    <li><strong>Mounting:</strong> 2 x 4 mounting system compatible with small to medium bindings.</li>
  </ul>

  <h2>Long Product Description</h2>
  <p>The K2 Antidote 148 is a premium snowboard crafted for riders who demand agility, precision, and versatility. Part of K2’s 2024/2025 collection, this directional twin board is packed with advanced technologies that deliver peak performance on all-mountain terrains and freestyle features.</p>

  <p><strong>Precision Design for Versatile Performance:</strong><br>The Antidote’s directional twin shape and camber profile provide exceptional stability and control. Its <strong>3D Base Contour</strong>, featuring 3mm of subtle shaping, reduces edge catch, smooths turn initiation, and allows the board to deflect snow with ease, making it ideal for varied conditions.</p>

  <p><strong>SpaceGlass™ and Recess3D Technology:</strong><br>K2’s patented <strong>SpaceGlass™ technology</strong> in the tip and tail reduces weight while increasing rigidity, enhancing spin control and edge pressure for a responsive ride. <strong>Recess3D technology</strong> further minimizes swing weight, improves maneuverability, and reduces chatter, while adding a modern aesthetic to the topsheet.</p>

  <p><strong>Lightweight and Durable Core:</strong><br>Constructed from poplar and aspen wood, the core is lightweight yet strong, with hardwood reinforcements for added responsiveness and durability. This design ensures a lively flex, making it suitable for aggressive riding and quick transitions.</p>

  <p><strong>Speed and Durability:</strong><br>The sintered polyethylene base delivers exceptional speed and durability, retaining wax for consistent performance on all snow conditions. Combined with urethane and plastic sidewalls, the Antidote 148 is designed to withstand the demands of freestyle and freeride environments.</p>

  <p><strong>Rider-Focused Features:</strong><br>Designed for smaller riders with a maximum boot length of 29.2 cm, the narrow-width K2 Antidote 148 is compatible with small to medium bindings via its 2 x 4 mounting system. The compact width ensures quick edge-to-edge transitions and agility for technical riding.</p>

  <p><strong>The Perfect Blend of Freeride and Freestyle:</strong><br>Created with input from K2’s top team riders, the Antidote combines freeride stability with freestyle playfulness. Whether carving steep lines or spinning off park features, this snowboard delivers a confident and exhilarating ride for advanced riders.</p>
</div>","<div>
  <h2>Short Description</h2>
  <p>The K2 Antidote 148 is a high-performance all-mountain freestyle snowboard designed for advanced to expert riders. Featuring SpaceGlass™, Recess3D, and a 3D Base Contour, this directional twin provides precision, control, and a catch-free ride. With a narrow width, it’s perfect for riders seeking agility and responsiveness on all terrains.</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.6,24.2,28.6,0.0,"narrow(-24,2cm)",29.2,112.0,"8,8/6,2/8,8",191.0,38.0,62.0,2.58,Sm-med,,,,,k2/antidote/k2-antidote-2425-top.png,k2/antidote/k2-antidote-2425-base.png
,,,,,,145,SN-BRD-K2-antidote-145-uni-2425,725.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"<div>
  <h2>Key Features</h2>
  <ul>
    <li><strong>Profile Description:</strong> Directional twin shape with a camber profile and 3D base contour for smooth turns and enhanced control.</li>
    <li><strong>Core Description:</strong> Lightweight poplar and aspen wood core reinforced with hardwood for strength and responsive flex.</li>
    <li><strong>Reinforcements:</strong> SpaceGlass™ tip and tail reduce weight and improve edge pressure, enhancing stability and spin performance.</li>
    <li><strong>Base Description:</strong> 3D Base Contour with 3mm shaping to ease turn initiation and reduce edge catch.</li>
    <li><strong>Sidewalls:</strong> Robust urethane and plastic sidewalls for impact resistance and consistent power transfer.</li>
    <li><strong>Unique Technologies:</strong> Recess3D minimizes swing weight and chatter while adding sleek visual depth to the topsheet.</li>
    <li><strong>Mounting:</strong> 2 x 4 mounting system compatible with small to medium bindings.</li>
  </ul>

  <h2>Long Product Description</h2>
  <p>The K2 Antidote 145 is built for riders who crave agility, precision, and high performance on all-mountain terrains. As part of K2’s 2024/2025 collection, this directional twin board delivers exceptional versatility and control, making it an ideal choice for freeride and freestyle enthusiasts alike.</p>

  <p><strong>Designed for Agility and Precision:</strong><br>The directional twin shape and camber profile provide a stable yet playful ride. Its <strong>3D Base Contour</strong>, featuring 3mm of shaping, ensures smooth turn initiation, reduced edge catch, and effortless snow deflection, making the Antidote ideal for a variety of snow conditions.</p>

  <p><strong>SpaceGlass™ and Recess3D Technology:</strong><br>K2’s innovative <strong>SpaceGlass™ technology</strong> integrates pre-cured fiberglass inserts into the tip and tail, reducing swing weight and enhancing rigidity for better spins and edge pressure. <strong>Recess3D technology</strong> further reduces material weight, minimizing chatter and swing weight, while adding a striking aesthetic to the topsheet.</p>

  <p><strong>Durable and Lightweight Core:</strong><br>The core of the Antidote 145 is constructed from a blend of lightweight poplar and aspen wood, reinforced with hardwood zones for added durability and lively flex. This combination ensures responsive performance and strength for high-energy riding.</p>

  <p><strong>Speed and Durability:</strong><br>A sintered polyethylene base ensures fast, smooth rides with exceptional durability and wax retention. Urethane and plastic sidewalls provide impact resistance and consistent power transfer, making the board tough enough to handle aggressive use.</p>

  <p><strong>Rider-Focused Features:</strong><br>Designed for riders with a maximum boot length of 28.9 cm, the K2 Antidote 145 is compatible with small to medium bindings via its 2 x 4 mounting system. Its narrow width ensures quick edge-to-edge transitions, making it perfect for smaller riders seeking precision and control.</p>

  <p><strong>The Freestyle-Freeride Hybrid:</strong><br>Developed with input from K2’s team riders, the Antidote bridges the gap between freeride stability and freestyle playfulness. Whether carving through steep terrain or hitting park features, this snowboard offers a confident, exhilarating ride for advanced riders.</p>
</div>","<div>
  <h2>Short Description</h2>
  <p>The K2 Antidote 145 is an agile all-mountain freestyle snowboard, designed for advanced to expert riders. Featuring SpaceGlass™, Recess3D, and a unique 3D Base Contour, this directional twin delivers unmatched precision, control, and a catch-free ride. Its narrow width makes it ideal for smaller riders seeking responsiveness across varied terrains.</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.2,23.9,28.2,0.0,"narrow(-24,2cm)",28.9,109.0,"8,6/6,0/8,6",191.0,38.0,62.0,,Sm-med,,,,,k2/antidote/k2-antidote-2425-top.png,k2/antidote/k2-antidote-2425-base.png
EXCAVATOR,k2-snowboard-excavator,,k2/excavator/k2-excavator-2425-top-base.png|k2/excavator/k2-excavator-2425-detail1.png|k2/excavator/k2-excavator-2425-detail2.png|k2/excavator/k2-excavator-2425-detail3.png|k2/excavator/k2-excavator-2425-detail4.png|k2/excavator/k2-excavator-2425-detail5.png|k2/excavator/k2-excavator-2425-profile1.png|k2/excavator/k2-excavator-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:all mountain|Board length(cm):162|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Men|boot length-max(cm):32|Bindingsize:Med-large|Bindingmount:2 X 4|Warranty(yr):2",length(cm),162,SN-BRD-K2-excavator-162-uni-2425,690.0,Standard,999999,True,,,K2,2,196222982597.0,,,snowboard,all mountain,camber rocker,directional,flat base,Men,tapered,Bindingsize:Med-large,2 X 4,,,S1 CORE,Bi-axial glass,Bi-axial glass,Bi-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,32.7,27.0,30.7,2.0000000000000036,"wide(+25,5cm)",32.0,121.5,"6,5/7,5",191.0,48.0,72.0,,Med-large,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
,,,,,,158,SN-BRD-K2-excavator-158-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,32.4,26.8,30.4,2.0,"wide(+25,5cm)",31.8,118.0,"6,3/7,3",191.0,46.0,70.0,3.12,Med-large,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
,,,,,,154,SN-BRD-K2-excavator-154-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.8,26.4,29.8,2.0,"wide(+25,5cm)",31.4,114.5,"6,1/7,1",191.0,43.0,67.0,,Med-large,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
,,,,,,150,SN-BRD-K2-excavator-150-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.3,26.0,29.3,2.0,"wide(+25,5cm)",31.0,111.0,"5,9/6,9",191.0,41.0,65.0,,Med-large,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
,,,,,,146,SN-BRD-K2-excavator-146-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.5,25.4,28.5,2.0,standard,30.4,107.5,"5,7/6,7",191.0,38.0,62.0,,Sm-med,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
,,,,,,142,SN-BRD-K2-excavator-142-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.9,25.0,27.9,2.0,standard,30.0,0.0,"5,5/6,5",191.0,38.0,62.0,,Sm-med,,,,,k2/excavator/k2-excavator-2425-top.png,k2/excavator/k2-excavator-2425-base.png
MANIFEST,k2-snowboard-manifest,,k2/manifest/k2-manifest-2425-top-base.png|k2/manifest/k2-manifest-2425-detail1.png|k2/manifest/k2-manifest-2425-detail2.png|k2/manifest/k2-manifest-2425-detail3.png|k2/manifest/k2-manifest-2425-detail4.png|k2/manifest/k2-manifest-2425-detail5.png|k2/manifest/k2-manifest-2425-profile1.png|k2/manifest/k2-manifest-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:all mountain|Board length(cm):164W|Boardwidth:wide(+25,5cm)|Board profile:directional twin|Camber profile: camber rocker|Base profile:flat base|Taperprofile:non-tapered|Rider:Men|boot length-max(cm):31,5|Bindingsize:Med-large|Bindingmount:2 X 4|Warranty(yr):2",length(cm),164W,SN-BRD-K2-manifest-164W-uni-2425,625.0,Standard,999999,True,,,K2,2,196222982399.0,,,snowboard,all mountain,camber rocker,directional twin,flat base,Men,non-tapered,Bindingsize:Med-large,2 X 4,,,A1 CORE,Tri-axial glass,Tri-axial glass,Tri-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.2,26.5,31.2,0.0,"wide(+25,5cm)",31.5,124.0,"9,5/7,4/9,5",127.0,48.0,72.0,,Med-large,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,160W,SN-BRD-K2-manifest-160W-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.9,26.3,30.9,0.0,"wide(+25,5cm)",31.3,121.0,"9,2/7,1/9,2",127.0,46.0,70.0,,Med-large,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,157W,SN-BRD-K2-manifest-157W-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.6,26.1,30.6,0.0,"wide(+25,5cm)",31.1,118.0,"9,0/6,9/9,0",127.0,43.0,67.0,,Med-large,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,162,SN-BRD-K2-manifest-162-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.5,25.8,30.5,0.0,"wide(+25,5cm)",30.8,123.0,"9,4/7,3/9,4",127.0,48.0,72.0,,Med-large,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,159,SN-BRD-K2-manifest-159-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.1,25.5,30.1,0.0,standard,30.5,121.0,"9,2/7,1/9,2",127.0,46.0,70.0,,Med-large,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,156,SN-BRD-K2-manifest-156-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.8,25.3,29.8,0.0,standard,30.3,118.0,"9,0/6,9/9,0",127.0,43.0,67.0,2.82,Sm-med,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,153,SN-BRD-K2-manifest-153-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.5,25.0,29.5,0.0,standard,30.0,116.0,"8,8/6,7/8,8",127.0,43.0,67.0,,Sm-med,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,150,SN-BRD-K2-manifest-150-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.0,24.6,29.0,0.0,standard,29.6,113.0,"8,6/6,5/8,6",127.0,41.0,65.0,2.6,Sm-med,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,147,SN-BRD-K2-manifest-147-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.6,24.3,28.6,0.0,standard,29.3,111.0,"8,4/6,3/8,4",127.0,38.0,62.0,,Sm-med,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
,,,,,,144,SN-BRD-K2-manifest-144-uni-2425,625.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.3,24.0,28.3,0.0,"narrow(-24,2cm)",29.0,108.0,"8,2/6,1/8,2",127.0,38.0,62.0,,Sm-med,,,,,k2/manifest/k2-manifest-2425-top.png,k2/manifest/k2-manifest-2425-base.png
NISEKO PLEASURES,k2-snowboard-nisekopleasures,,k2/niseko pleasures/k2-nisekopleasures-2425-top-base.png|k2/niseko pleasures/k2-nisekopleasures-2425-detail1.png|k2/niseko pleasures/k2-nisekopleasures-2425-detail2.png|k2/niseko pleasures/k2-nisekopleasures-2425-detail3.png|k2/niseko pleasures/k2-nisekopleasures-2425-detail4.png|k2/niseko pleasures/k2-nisekopleasures-2425-detail5.png|k2/niseko pleasures/k2-nisekopleasures-2425-profile1.png|k2/niseko pleasures/k2-nisekopleasures-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:powder|Board length(cm):156|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:expert|boot length-max(cm):32,1|Bindingsize:Med-large|Bindingmount:2 X 4|Featured:home carrousel|Warranty(yr):2",length(cm),156,SN-BRD-K2-nisekopleasures-156-uni-2425,690.0,Standard,999999,True,,,K2,2,196222982658.0,,,snowboard,powder,camber rocker,directional,flat base,Uni,tapered,Bindingsize:Med-large,2 X 4,,Sidewall,"bamboo, aspen, and paulownia",Bi-axial glass,Bi-axial glass,Bi-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,60.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,90.0,All Mountain,True,,,70.0,Resort,True,,,20.0,31.1,27.1,29.9,1.2000000000000028,"wide(+25,5cm)",32.1,116.7,"7,7",,,,,Med-large,,,,,k2/niseko pleasures/k2-nisekopleasures-2425-top.png,k2/niseko pleasures/k2-nisekopleasures-2425-base.png
,,,,,,151,SN-BRD-K2-nisekopleasures-151-uni-2425,690.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,50.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,60.0,Resort,True,,,10.0,30.9,26.1,28.7,2.1999999999999993,"wide(+25,5cm)",31.1,116.0,"7,4",,,,,Med-large,,,,,k2/niseko pleasures/k2-nisekopleasures-2425-top.png,k2/niseko pleasures/k2-nisekopleasures-2425-base.png
SPECIAL EFFECTS,k2-snowboard-specialeffects,,k2/special effects/k2-specialeffects-2425-top-base.png|k2/special effects/k2-specialeffects-2425-detail1.png|k2/special effects/k2-specialeffects-2425-detail2.png|k2/special effects/k2-specialeffects-2425-detail3.png|k2/special effects/k2-specialeffects-2425-detail4.png|k2/special effects/k2-specialeffects-2425-detail5.png|k2/special effects/k2-specialeffects-2425-profile1.png|k2/special effects/k2-specialeffects-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:powder|Board length(cm):152|Boardwidth:ultra wide(+27,5cm)|Board profile:directional|Camber profile: rocker|Base profile:3D nose|Taperprofile:tapered|Rider:Uni|Rider level:expert|boot length-max(cm):33,4|Bindingsize:Med-large|Bindingmount:2 X 4|Featured:home carrousel|Warranty(yr):2",length(cm),152,SN-BRD-K2-specialeffects-152-uni-2425,650.0,Standard,999999,True,,,K2,2,196222982672.0,,,snowboard,powder,rocker,directional,3D nose,Uni,tapered,Bindingsize:Med-large,2 X 4,,Sidewall,,Bi-axial glass,Bi-axial glass,Bi-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,60.0,Resort,True,,,10.0,33.3,28.4,31.3,1.9999999999999964,"ultra wide(+27,5cm)",33.4,109.0,"6,8",,,,,Med-large,,,,,k2/special effects/k2-specialeffects-2425-top.png,k2/special effects/k2-specialeffects-2425-base.png
,,,,,,148,SN-BRD-K2-specialeffects-148-uni-2425,650.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,60.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,60.0,Resort,True,,,10.0,32.7,28.0,30.7,2.0000000000000036,"ultra wide(+27,5cm)",33.0,105.0,"6,6",,,,3.1,Med-large,,,,,k2/special effects/k2-specialeffects-2425-top.png,k2/special effects/k2-specialeffects-2425-base.png
,,,,,,144,SN-BRD-K2-specialeffects-144-uni-2425,650.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,60.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,60.0,Resort,True,,,10.0,32.1,27.6,30.1,2.0,"ultra wide(+27,5cm)",32.6,101.0,"6,4",,,,,Med-large,,,,,k2/special effects/k2-specialeffects-2425-top.png,k2/special effects/k2-specialeffects-2425-base.png
