name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,product:brand,product:warranty,product:eanCode,product:quote,product:quoteOwner,product:boardCategory,product:terrain,product:camberProfile,product:profile,product:baseProfile,product:rider,product:taperProfile,product:bindingSize,product:bindingMount,product:edges,product:sidewall,product:core,product:layup1,product:layup2,product:layup3,product:boardbase,variant:descriptionTab1Label,variant:descriptionTab1Visible,variant:descriptionTab1Content,variant:shortdescription,variant:optionTab1Label,variant:optionTab1Visible,variant:optionTab1Bar1Name,variant:optionTab1Bar1Visible,variant:optionTab1Bar1Min,variant:optionTab1Bar1Max,variant:optionTab1Bar1MinLabel,variant:optionTab1Bar1MaxLabel,variant:optionTab1Bar1Rating,variant:optionTab1Bar2Name,variant:optionTab1Bar2Visible,variant:optionTab1Bar2Min,variant:optionTab1Bar2Max,variant:optionTab1Bar2MinLabel,variant:optionTab1Bar2MaxLabel,variant:optionTab1Bar2Rating,variant:optionTab2Label,variant:optionTab2Visible,variant:optionTab2Bar1Name,variant:optionTab2Bar1Visible,variant:optionTab2Bar1MinLabel,variant:optionTab2Bar1MaxLabel,variant:optionTab2Bar1Rating,variant:optionTab2Bar2Name,variant:optionTab2Bar2Visible,variant:optionTab2Bar2MinLabel,variant:optionTab2Bar2MaxLabel,variant:optionTab2Bar2Rating,variant:optionTab2Bar3Name,variant:optionTab2Bar3Visible,variant:optionTab2Bar3MinLabel,variant:optionTab2Bar3MaxLabel,variant:optionTab2Bar3Rating,variant:noseWidth,variant:waistWidth,variant:tailWidth,variant:taper,variant:boardWidth,variant:bootLengthMax,variant:effectiveEdge,variant:averageSidecutRadius,variant:setback,variant:stanceMin,variant:stanceMax,variant:weightKg,variant:bindingSizeVariant,variant:frontPhoto,variant:backPhoto
,,,,,,149|Black,SN-BRD-Jones-stratos-149-Black-2425,649.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.00000000000001,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.03,24.2,28.03,1.0,"narrow(-24,2cm)",29.2,110.2,6.5,20.0,46.0,58.0,,,jones/stratos/jones-stratos-top.png,jones/stratos/jones-stratos-2425-base.png
,,,,,,154W|Black,SN-BRD-Jones-stratos-154W-Black-2425,649.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.00000000000001,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.86,26.1,29.86,1.0,"wide(+25,5cm)",31.1,114.0,7.1,20.0,50.0,62.0,,,jones/stratos/jones-stratos-top.png,jones/stratos/jones-stratos-2425-base.png
Ultralight Project X,jones-snowboard-ultralightprojectx,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",jones/ultralight project x/jones-ultralightprojectx-2425-top-base.png|jones/ultralight project x/jones-ultralightprojectx-2425-detail1.png|jones/ultralight project x/jones-ultralightprojectx-2425-detail2.png|jones/ultralight project x/jones-ultralightprojectx-2425-detail3.png|jones/ultralight project x/jones-ultralightprojectx-2425-detail4.png|jones/ultralight project x/jones-ultralightprojectx-2425-detail5.png|jones/ultralight project x/jones-ultralightprojectx-2425-profile1.png|jones/ultralight project x/jones-ultralightprojectx-2425-profile2.png),"Collection:2024/2025|Collection:2023/2024|Sport:snowboarding|Product:snowboard|Brand:Jones|Board type:snowboard|terrain:All mountain|Board length(cm):156|Boardwidth:standard|Board profile:Directional Twin|Camber profile: Camber Rocker|Base profile:3D base|Taperprofile:tapered|Rider:Men|Rider level:Intermediate|Riderweight-max(kg):87|boot length-max(cm):30,4|Bindingmount:2x4|sustainability: sustainable|Sustainability:1% for the planet|Sustainability:Bio resin|Sustainability:Sustainable harvested wood|Sustainability:recycled edges|Sustainability:recycled sidewalls|Sustainability:Ultra light eco topsheet|Featured:home carrousel|Featured:home slider|Warranty(yr):2+1",length(cm),156|Black,SN-BRD-Jones-ultralightprojectx-156-Black-2425,1700.0,Standard,999999,True,,,Jones,2+1,7630463476703.0,,,snowboard,All mountain,Camber Rocker,Directional Twin,3D base,Men,tapered,,2x4,,ABS,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.25,25.4,29.25,1.0,standard,30.4,116.0,7.2,20.0,,,,,jones/ultralight project x/jones-ultralightprojectx-top.png,jones/ultralight project x/jones-ultralightprojectx-2425-base.png
,,,,,,159|Black,SN-BRD-Jones-ultralightprojectx-159-Black-2425,1700.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.48,25.6,29.48,1.0,"wide(+25,5cm)",30.6,118.6,7.5,20.0,,,,,jones/ultralight project x/jones-ultralightprojectx-top.png,jones/ultralight project x/jones-ultralightprojectx-2425-base.png
Women'S Flagship,jones-snowboard-womensflagship,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",jones/women's flagship/jones-womensflagship-2425-top-base.png|jones/women's flagship/jones-womensflagship-2425-detail1.png|jones/women's flagship/jones-womensflagship-2425-detail2.png|jones/women's flagship/jones-womensflagship-2425-detail3.png|jones/women's flagship/jones-womensflagship-2425-detail4.png|jones/women's flagship/jones-womensflagship-2425-detail5.png|jones/women's flagship/jones-womensflagship-2425-profile1.png|jones/women's flagship/jones-womensflagship-2425-profile2.png),"Collection: 2026/2026|Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Jones|Board type:snowboard|terrain:All mountain|Board length(cm):146|Boardwidth:narrow(-24,2cm)|Board profile:Directional|Camber profile: Camber Rocker|Taperprofile:tapered|Rider:Women|Riderweight-max(kg):68|boot length-max(cm):28,7|Bindingmount:2x4|sustainability: sustainable|Sustainability:1% for the planet|Sustainability:Bio resin|Sustainability:Sustainable harvested wood|Sustainability:Flip Flop base|Sustainability:recycled edges|Sustainability:Fair trade|Sustainability:recycled sidewalls|Featured:home slider|Warranty(yr):2",length(cm),146|Natural,SN-BRD-Jones-womensflagship-146-Natural-2425,699.95,Standard,999999,True,,,Jones,2,7640463412908.0,,,snowboard,All mountain,Camber Rocker,Directional,,Women,tapered,,2x4,,ABS,,Triax,Triax,Triax,Sintered,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.19,23.7,26.78,1.41,"narrow(-24,2cm)",28.7,107.2,7.1,20.0,45.0,57.0,,,jones/women's flagship/jones-womensflagship-top.png,jones/women's flagship/jones-womensflagship-2425-base.png
,,,,,,149|Natural,SN-BRD-Jones-womensflagship-149-Natural-2425,699.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.48,23.9,27.07,1.41,"narrow(-24,2cm)",28.9,109.8,7.3,20.0,47.0,59.0,,,jones/women's flagship/jones-womensflagship-top.png,jones/women's flagship/jones-womensflagship-2425-base.png
,,,,,,152|Natural,SN-BRD-Jones-womensflagship-152-Natural-2425,699.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.76,24.1,27.36,1.400000000000002,"narrow(-24,2cm)",29.1,112.4,7.5,20.0,47.0,59.0,,,jones/women's flagship/jones-womensflagship-top.png,jones/women's flagship/jones-womensflagship-2425-base.png
,,,,,,155|Natural,SN-BRD-Jones-womensflagship-155-Natural-2425,699.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,28.99,24.3,27.61,1.379999999999999,standard,29.3,115.0,7.8,20.0,47.0,59.0,,,jones/women's flagship/jones-womensflagship-top.png,jones/women's flagship/jones-womensflagship-2425-base.png
Mountain Snowskate,jones-snowskates-mountainsnowskate,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",jones/mountain snowskate/jones-mountainsnowskate-2425-top-base.png|jones/mountain snowskate/jones-mountainsnowskate-2425-detail1.png|jones/mountain snowskate/jones-mountainsnowskate-2425-detail2.png|jones/mountain snowskate/jones-mountainsnowskate-2425-detail3.png|jones/mountain snowskate/jones-mountainsnowskate-2425-detail4.png|jones/mountain snowskate/jones-mountainsnowskate-2425-detail5.png|jones/mountain snowskate/jones-mountainsnowskate-2425-profile1.png|jones/mountain snowskate/jones-mountainsnowskate-2425-profile2.png),"Collection:2024/2025|Collection:2023/2024|Collection:2022/2023|Sport:snowboarding|Product:snowboard|Brand:Jones|Board type:Snowskates|terrain:All mountain|Board length(cm):115|Boardwidth:ultra wide(+27,5cm)|Board profile:Directional|Camber profile: Camber Rocker|Base profile:3D base|Taperprofile:non-tapered|Rider:Uni|Rider level:All|Riderweight-max(kg):0|boot length-max(cm):5|sustainability: sustainable|Sustainability:1% for the planet|Sustainability:Sustainable harvested wood|Warranty(yr):2+1",length(cm),115|Black,SN-BRD-Jones-mountainsnowskate-115-Black-2425,499.95,Standard,999999,True,,,Jones,2+1,7630463443446.0,,,Snowskates,All mountain,Camber Rocker,Directional,3D base,Uni,non-tapered,,,,,,,,,3D base,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,50.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,0.0,0.0,0.0,0.0,"ultra wide(+27,5cm)",5.0,0.0,0,0.0,,,,,jones/mountain snowskate/jones-mountainsnowskate-top.png,jones/mountain snowskate/jones-mountainsnowskate-2425-base.png
ALCHEMIST,k2-snowboard-alchemist,,k2/alchemist/k2-alchemist-2425-top-base.png|k2/alchemist/k2-alchemist-2425-detail1.png|k2/alchemist/k2-alchemist-2425-detail2.png|k2/alchemist/k2-alchemist-2425-detail3.png|k2/alchemist/k2-alchemist-2425-detail4.png|k2/alchemist/k2-alchemist-2425-detail5.png|k2/alchemist/k2-alchemist-2425-profile1.png|k2/alchemist/k2-alchemist-2425-profile2.png),"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:All mountain|Board length(cm):164W|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: Camber rocker|Base profile:Flatbase|Taperprofile:tapered|Rider:Men|Rider level:Intermediate|boot length-max(cm):31,6|Bindingsize:Med-large|Bindingmount:2 X 4|Featured:home slider|Warranty(yr):2",length(cm)|color,164W|uni,SN-BRD-K2-alchemist-164W-uni-2425,750.0,Standard,999999,True,,,K2,2,196222982719.0,,,snowboard,All mountain,Camber rocker,directional,Flatbase,Men,tapered,Bindingsize:Med-large,2 X 4,,,S1 CORE,Tri-axial glass,Tri-axial glass,Tri-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.5,26.6,30.9,0.6000000000000014,"wide(+25,5cm)",31.6,124.0,"8,14",191.0,48.0,72.0,5.0,Med-large,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
,,,,,,159W|uni,SN-BRD-K2-alchemist-159W-uni-2425,750.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.1,26.3,30.5,0.6000000000000014,"wide(+25,5cm)",31.3,122.0,"7,98",191.0,46.0,70.0,,Med-large,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
,,,,,,163|uni,SN-BRD-K2-alchemist-163-uni-2425,750.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.5,25.6,29.9,0.6000000000000014,"wide(+25,5cm)",30.6,124.0,"8,14",191.0,48.0,72.0,,Med-large,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
,,,,,,160|uni,SN-BRD-K2-alchemist-160-uni-2425,750.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.1,25.3,29.5,0.6000000000000014,standard,30.3,122.0,"7,98",191.0,47.0,70.0,3.13,Sm-med,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
,,,,,,157|uni,SN-BRD-K2-alchemist-157-uni-2425,750.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.7,25.0,29.1,0.5999999999999979,standard,30.0,119.0,"7,82",191.0,43.0,67.0,,Sm-med,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
,,,,,,154|uni,SN-BRD-K2-alchemist-154-uni-2425,750.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.3,24.7,28.7,0.6000000000000014,standard,29.7,117.0,"7,29",191.0,43.0,67.0,,Sm-med,k2/alchemist/k2-alchemist-top.png,k2/alchemist/k2-alchemist-2425-base.png
ANTIDOTE,k2-snowboard-antidote,,k2/antidote/k2-antidote-2425-top-base.png|k2/antidote/k2-antidote-2425-detail1.png|k2/antidote/k2-antidote-2425-detail2.png|k2/antidote/k2-antidote-2425-detail3.png|k2/antidote/k2-antidote-2425-detail4.png|k2/antidote/k2-antidote-2425-detail5.png|k2/antidote/k2-antidote-2425-profile1.png|k2/antidote/k2-antidote-2425-profile2.png),"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowboard|terrain:All mountain|Board length(cm):163W|Boardwidth:wide(+25,5cm)|Board profile:Directional twin|Camber profile: camber|Base profile:3D base|Taperprofile:non-tapered|Rider:Uni|boot length-max(cm):31,7|Bindingsize:Med-large|Bindingmount:2 X 4|Warranty(yr):2",length(cm)|color,163W|uni,SN-BRD-K2-antidote-163W-uni-2425,725.0,Standard,999999,True,,,K2,2,196222982498.0,,,snowboard,All mountain,camber,Directional twin,3D base,Uni,non-tapered,Bindingsize:Med-large,2 X 4,,,A1 CORE,Tri-axial glass,Tri-axial glass,Tri-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.5,26.7,31.5,0.0,"wide(+25,5cm)",31.7,124.0,"9,8/7,2/9,8",191.0,48.0,72.0,,Med-large,k2/antidote/k2-antidote-top.png,k2/antidote/k2-antidote-2425-base.png
,,,,,,161W|uni,SN-BRD-K2-antidote-161W-uni-2425,725.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,31.2,26.5,31.2,0.0,"wide(+25,5cm)",31.5,123.0,"9,7/7,1/9,7",191.0,48.0,72.0,,Med-large,k2/antidote/k2-antidote-top.png,k2/antidote/k2-antidote-2425-base.png
,,,,,,158W|uni,SN-BRD-K2-antidote-158W-uni-2425,725.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,100.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.8,26.2,30.8,0.0,"wide(+25,5cm)",31.2,121.0,"9,5/6,9/9,5",191.0,46.0,70.0,,Med-large,k2/antidote/k2-antidote-top.png,k2/antidote/k2-antidote-2425-base.png
